,CD4 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-CH-5763-01A,5.905,11.124,46.203,24.594,64.353,2.327,15.286,368.741,2880,PRAD,D1D2_ref,0.031,0.017,0.103,0.006,0.02,0.001,0.062,0.074,0.14,0.082,0.269,0.028,0.019,0.038,0.087,0.023,0.048,0.026000000000000002,0.35100000000000003
TCGA-EJ-7794-01A,6.576,10.066,59.556,37.819,52.663,3.014,17.173,450.495,2881,PRAD,D1D2_ref,0.045,0.014,0.089,0.01,0.012,0.001,0.164,0.076,0.132,0.077,0.167,0.042,0.014,0.038,0.095,0.022,0.059,0.022,0.244
TCGA-V1-A9Z8-01A,3.553,9.327,143.56,23.19,45.086,6.289,8.065,413.845,2882,PRAD,D1D2_ref,0.023,0.046,0.117,0.009,0.003,0.002,0.0,0.075,0.21,0.071,0.304,0.038,0.018,0.046,0.023,0.012,0.069,0.012,0.375
TCGA-EJ-7788-01A,7.175,7.65,68.56,20.407,54.263,3.556,13.405,360.239,2883,PRAD,D1D2_ref,0.027,0.037,0.103,0.006,0.012,0.004,0.12,0.105,0.109,0.089,0.23,0.049,0.015,0.047,0.032,0.015,0.064,0.018000000000000002,0.319
TCGA-XQ-A8TA-01A,1.0,3.704,49.484,7.673,81.038,1.0,19.063,313.125,2884,PRAD,D1D2_ref,0.045,0.029,0.091,0.006,0.008,0.018,0.555,0.049,0.041,0.037,0.031,0.036,0.007,0.027,0.015,0.005,0.074,0.014,0.068
TCGA-HC-A6AO-01A,2.479,20.114,46.79,54.696,36.183,4.925,12.656,803.803,2885,PRAD,D1D2_ref,0.073,0.045,0.106,0.008,0.003,0.005,0.203,0.091,0.134,0.051,0.12,0.05,0.019,0.036,0.036,0.02,0.118,0.011,0.17099999999999999
TCGA-FC-A5OB-01A,1.0,5.06,62.657,12.242,32.055,1.0,8.583,569.326,2886,PRAD,D1D2_ref,0.041,0.026,0.094,0.003,0.004,0.012,0.475,0.067,0.067,0.034,0.057,0.031,0.024,0.029,0.034,0.003,0.067,0.007,0.091
TCGA-CH-5764-01A,4.406,8.296,48.48,17.919,46.896,6.681,15.601,522.596,2887,PRAD,D1D2_ref,0.039,0.005,0.069,0.01,0.025,0.002,0.333,0.089,0.103,0.067,0.098,0.036,0.013,0.035,0.07,0.006,0.044,0.035,0.165
TCGA-CH-5789-01A,5.36,8.018,45.365,36.351,28.462,2.873,19.947,434.949,2888,PRAD,D1D2_ref,0.044,0.006,0.072,0.007,0.03,0.0,0.125,0.098,0.14,0.06,0.193,0.022,0.029,0.046,0.097,0.03,0.049999999999999996,0.037,0.253
TCGA-FC-A66V-01A,1.309,16.678,73.958,26.863,31.013,2.748,13.799,742.018,2889,PRAD,D1D2_ref,0.043,0.021,0.073,0.009,0.005,0.004,0.276,0.105,0.098,0.074,0.142,0.03,0.021,0.04,0.052,0.006,0.064,0.013999999999999999,0.21599999999999997
TCGA-EJ-7330-01A,2.558,8.705,85.667,20.781,46.03,4.349,18.238,550.922,2890,PRAD,D1D2_ref,0.036,0.012,0.091,0.014,0.013,0.001,0.119,0.079,0.143,0.066,0.205,0.025,0.016,0.065,0.087,0.029,0.048,0.027,0.271
TCGA-HC-8258-01B,120.227,28.868,28.66,17.752,26.109,6.132,15.01,40.85,2891,PRAD,D1D2_ref,0.002,0.063,0.089,0.009,0.03,0.047,0.095,0.058,0.118,0.091,0.205,0.013,0.02,0.002,0.102,0.055,0.065,0.039,0.296
TCGA-YL-A8SL-01B,1.765,9.573,69.519,9.779,54.389,2.152,33.097,676.384,2892,PRAD,D1D2_ref,0.032,0.022,0.098,0.006,0.006,0.003,0.403,0.095,0.1,0.05,0.071,0.027,0.012,0.045,0.025,0.004,0.054,0.012,0.121
TCGA-XK-AAIW-01A,3.017,8.938,39.154,20.745,68.83,22.411,6.356,405.802,2893,PRAD,D1D2_ref,0.036,0.009,0.089,0.024,0.027,0.003,0.483,0.067,0.051,0.038,0.05,0.045,0.009,0.048,0.017,0.005,0.045,0.051000000000000004,0.088
TCGA-G9-6385-01A,3.276,6.196,43.079,14.747,26.462,3.269,12.449,498.664,2894,PRAD,D1D2_ref,0.029,0.027,0.096,0.006,0.008,0.003,0.178,0.101,0.114,0.071,0.215,0.035,0.016,0.039,0.052,0.01,0.056,0.014,0.286
TCGA-HC-A76X-01A,1.582,7.502,30.677,5.97,37.312,1.259,16.557,588.358,2895,PRAD,D1D2_ref,0.035,0.022,0.093,0.005,0.004,0.006,0.422,0.092,0.063,0.058,0.087,0.035,0.016,0.031,0.027,0.004,0.057,0.009000000000000001,0.145
TCGA-EJ-A46I-01A,3.172,11.041,36.856,14.294,60.775,4.104,16.844,572.449,2896,PRAD,D1D2_ref,0.038,0.012,0.084,0.016,0.008,0.001,0.187,0.094,0.112,0.068,0.197,0.023,0.015,0.054,0.08,0.01,0.05,0.024,0.265
TCGA-EJ-7797-01A,9.284,10.973,61.15,15.734,45.798,3.157,18.512,538.763,2897,PRAD,D1D2_ref,0.036,0.008,0.084,0.005,0.007,0.003,0.303,0.107,0.11,0.063,0.115,0.032,0.015,0.04,0.064,0.009,0.044,0.012,0.178
TCGA-HC-7230-01A,3.251,8.789,54.389,5.949,38.216,1.523,17.349,491.664,2898,PRAD,D1D2_ref,0.047,0.005,0.068,0.004,0.009,0.005,0.425,0.096,0.074,0.047,0.072,0.049,0.014,0.032,0.048,0.005,0.052,0.013,0.119
TCGA-XJ-A9DQ-01A,3.329,8.719,60.377,8.131,47.498,2.781,15.624,475.212,2899,PRAD,D1D2_ref,0.037,0.008,0.067,0.015,0.011,0.002,0.197,0.104,0.152,0.065,0.184,0.026,0.02,0.049,0.054,0.008,0.045,0.026,0.249
TCGA-J9-A52B-01A,6.471,26.743,55.359,33.224,28.453,5.601,15.895,424.832,2900,PRAD,D1D2_ref,0.028,0.011,0.102,0.017,0.015,0.001,0.29,0.132,0.084,0.064,0.128,0.029,0.012,0.042,0.04,0.006,0.039,0.032,0.192
TCGA-EJ-5511-01A,2.356,10.966,75.236,21.02,97.303,2.182,12.839,525.596,2901,PRAD,D1D2_ref,0.033,0.011,0.077,0.005,0.01,0.006,0.271,0.101,0.107,0.078,0.139,0.047,0.016,0.037,0.054,0.008,0.044,0.015,0.21700000000000003
TCGA-EJ-5527-01A,12.804,14.876,69.613,24.124,79.696,3.503,19.536,392.746,2902,PRAD,D1D2_ref,0.024,0.013,0.1,0.005,0.033,0.002,0.216,0.092,0.115,0.075,0.148,0.039,0.015,0.027,0.081,0.015,0.037,0.038,0.22299999999999998
TCGA-YL-A8S9-01A,1.0,7.569,20.254,4.838,41.204,1.0,6.976,444.759,2903,PRAD,D1D2_ref,0.066,0.024,0.074,0.004,0.002,0.033,0.485,0.051,0.06,0.038,0.048,0.029,0.017,0.029,0.033,0.005,0.09,0.006,0.086
TCGA-J4-A67O-01A,1.385,21.394,88.877,24.982,8.9,4.473,8.9,595.167,2904,PRAD,D1D2_ref,0.05,0.018,0.067,0.018,0.004,0.002,0.251,0.088,0.155,0.076,0.159,0.035,0.038,0.023,0.014,0.003,0.068,0.022,0.235
TCGA-V1-A9O9-01A,54.98,28.769,72.234,25.952,44.21,15.764,22.348,524.735,2905,PRAD,D1D2_ref,0.055,0.035,0.103,0.013,0.031,0.001,0.285,0.114,0.089,0.071,0.09,0.039,0.008,0.013,0.047,0.008,0.09,0.044,0.16099999999999998
TCGA-CH-5791-01A,3.233,19.738,49.727,25.342,82.32,1.149,13.938,429.569,2906,PRAD,D1D2_ref,0.038,0.023,0.098,0.008,0.006,0.003,0.327,0.073,0.081,0.074,0.1,0.05,0.01,0.029,0.065,0.014,0.061,0.014,0.174
TCGA-V1-A8MM-01A,4.203,20.805,98.646,31.733,79.371,6.651,16.27,508.941,2907,PRAD,D1D2_ref,0.046,0.022,0.098,0.019,0.005,0.004,0.267,0.091,0.129,0.067,0.111,0.062,0.012,0.041,0.021,0.004,0.068,0.024,0.178
TCGA-FC-7708-01A,17.883,12.666,116.839,20.222,32.132,5.408,18.75,529.257,2908,PRAD,D1D2_ref,0.029,0.014,0.09,0.007,0.027,0.001,0.048,0.1,0.167,0.088,0.214,0.031,0.017,0.05,0.094,0.022,0.043000000000000003,0.034,0.302
TCGA-ZG-A8QY-01A,1.448,8.182,70.422,12.679,48.307,1.181,26.688,261.848,2909,PRAD,D1D2_ref,0.028,0.021,0.107,0.005,0.005,0.007,0.207,0.078,0.142,0.065,0.203,0.04,0.019,0.037,0.027,0.009,0.049,0.01,0.268
TCGA-EJ-7328-01A,20.165,15.078,125.432,37.585,38.597,9.545,19.34,386.532,2910,PRAD,D1D2_ref,0.021,0.029,0.099,0.008,0.02,0.001,0.098,0.104,0.186,0.075,0.204,0.044,0.008,0.04,0.046,0.016,0.05,0.028,0.27899999999999997
TCGA-EJ-5510-01A,7.522,13.654,68.54,16.462,93.477,4.169,12.553,643.413,2911,PRAD,D1D2_ref,0.026,0.014,0.101,0.007,0.016,0.001,0.182,0.106,0.126,0.067,0.17,0.033,0.024,0.048,0.065,0.014,0.04,0.023,0.23700000000000002
TCGA-EJ-5498-01A,12.568,9.372,95.058,29.86,51.027,5.338,11.56,497.16,2912,PRAD,D1D2_ref,0.027,0.011,0.093,0.009,0.024,0.001,0.046,0.074,0.157,0.079,0.252,0.031,0.021,0.047,0.095,0.032,0.038,0.033,0.331
TCGA-HC-7819-01A,2.134,8.873,46.289,8.615,40.158,1.433,10.074,583.019,2913,PRAD,D1D2_ref,0.053,0.009,0.079,0.006,0.009,0.004,0.346,0.104,0.092,0.062,0.091,0.037,0.014,0.039,0.05,0.005,0.062,0.015,0.153
TCGA-KK-A6E8-01A,1.0,10.678,33.609,7.244,21.961,1.91,5.289,622.093,2914,PRAD,D1D2_ref,0.055,0.05,0.082,0.003,0.008,0.013,0.291,0.057,0.13,0.044,0.139,0.044,0.032,0.021,0.02,0.013,0.10500000000000001,0.011,0.183
TCGA-EJ-A65E-01A,2.851,10.639,36.803,15.263,59.895,3.478,10.209,605.876,2915,PRAD,D1D2_ref,0.033,0.019,0.096,0.006,0.011,0.002,0.281,0.093,0.087,0.058,0.145,0.034,0.019,0.046,0.06,0.011,0.052000000000000005,0.017,0.20299999999999999
TCGA-ZG-A9L0-01A,9.838,22.879,120.038,43.674,72.815,8.785,17.273,440.302,2916,PRAD,D1D2_ref,0.027,0.024,0.11,0.012,0.006,0.002,0.136,0.089,0.186,0.08,0.161,0.06,0.009,0.046,0.036,0.018,0.051000000000000004,0.018000000000000002,0.241
TCGA-YL-A9WL-01A,1.928,16.886,67.942,8.053,66.741,1.0,8.977,477.873,2917,PRAD,D1D2_ref,0.034,0.017,0.12,0.006,0.005,0.003,0.39,0.113,0.083,0.055,0.068,0.03,0.018,0.034,0.02,0.005,0.051000000000000004,0.011,0.123
TCGA-CH-5772-01A,1.691,5.59,109.525,16.577,51.681,2.674,12.672,506.211,2918,PRAD,D1D2_ref,0.03,0.006,0.078,0.008,0.007,0.004,0.391,0.072,0.119,0.046,0.114,0.038,0.02,0.032,0.029,0.007,0.036,0.015,0.16
TCGA-ZG-A9L2-01A,7.976,13.719,91.188,37.022,57.593,5.602,12.027,468.363,2919,PRAD,D1D2_ref,0.026,0.074,0.118,0.005,0.003,0.001,0.0,0.086,0.144,0.092,0.318,0.039,0.009,0.037,0.038,0.01,0.09999999999999999,0.008,0.41000000000000003
TCGA-HC-A48F-01A,2.807,9.209,46.826,11.296,50.129,1.073,24.346,347.079,2920,PRAD,D1D2_ref,0.032,0.013,0.086,0.009,0.003,0.004,0.39,0.082,0.082,0.058,0.101,0.039,0.015,0.042,0.038,0.005,0.045,0.012,0.159
TCGA-YL-A9WJ-01A,7.449,12.7,98.916,34.746,49.993,4.264,17.341,733.492,2921,PRAD,D1D2_ref,0.036,0.012,0.091,0.017,0.01,0.001,0.112,0.107,0.173,0.075,0.191,0.039,0.013,0.048,0.055,0.02,0.048,0.027000000000000003,0.266
TCGA-G9-6379-01A,4.554,23.233,111.232,47.074,20.677,14.207,14.828,741.005,2922,PRAD,D1D2_ref,0.04,0.025,0.089,0.011,0.005,0.002,0.107,0.119,0.17,0.079,0.19,0.054,0.024,0.048,0.028,0.008,0.065,0.016,0.269
TCGA-KK-A8II-01A,2.7,15.727,23.532,5.645,34.877,2.125,12.188,583.471,2923,PRAD,D1D2_ref,0.041,0.008,0.072,0.004,0.018,0.004,0.445,0.105,0.061,0.045,0.052,0.041,0.013,0.037,0.051,0.003,0.049,0.022,0.097
TCGA-G9-6353-01A,2.348,5.88,75.831,9.213,34.089,1.288,11.294,409.406,2924,PRAD,D1D2_ref,0.04,0.021,0.088,0.015,0.006,0.002,0.0,0.109,0.192,0.075,0.295,0.025,0.019,0.055,0.049,0.009,0.061,0.020999999999999998,0.37
TCGA-HI-7170-01A,6.974,11.393,120.6,21.432,34.087,5.387,7.259,584.331,2925,PRAD,D1D2_ref,0.025,0.028,0.102,0.004,0.014,0.001,0.0,0.09,0.196,0.09,0.295,0.039,0.012,0.034,0.049,0.021,0.053000000000000005,0.018000000000000002,0.385
TCGA-CH-5765-01A,1.589,4.186,39.303,9.919,42.912,1.076,16.259,427.992,2926,PRAD,D1D2_ref,0.038,0.013,0.086,0.003,0.007,0.003,0.429,0.079,0.084,0.047,0.087,0.035,0.014,0.031,0.039,0.006,0.051,0.01,0.134
TCGA-EJ-A7NG-01A,4.377,9.822,46.171,24.806,45.102,2.338,17.142,385.277,2927,PRAD,D1D2_ref,0.034,0.014,0.093,0.01,0.008,0.002,0.124,0.081,0.129,0.08,0.238,0.028,0.016,0.046,0.087,0.011,0.048,0.018000000000000002,0.318
TCGA-HC-8216-01A,6.592,21.216,47.216,38.978,57.703,4.553,9.787,426.658,2928,PRAD,D1D2_ref,0.039,0.008,0.084,0.018,0.008,0.003,0.361,0.091,0.104,0.056,0.076,0.063,0.014,0.033,0.038,0.003,0.047,0.026,0.132
TCGA-M7-A722-01A,1.0,5.534,19.415,17.057,28.08,1.0,18.326,911.994,2929,PRAD,D1D2_ref,0.058,0.042,0.08,0.004,0.007,0.02,0.459,0.064,0.046,0.05,0.039,0.044,0.033,0.033,0.017,0.005,0.1,0.011,0.089
TCGA-YL-A8SJ-01B,1.582,7.014,70.298,14.703,51.406,1.794,22.414,271.035,2930,PRAD,D1D2_ref,0.019,0.02,0.087,0.004,0.008,0.011,0.199,0.071,0.106,0.108,0.204,0.046,0.013,0.033,0.06,0.011,0.039,0.012,0.312
TCGA-J9-A8CK-01A,2.085,13.333,94.147,20.827,41.87,2.472,11.776,491.93,2931,PRAD,D1D2_ref,0.027,0.027,0.095,0.008,0.008,0.003,0.0,0.108,0.166,0.1,0.292,0.043,0.016,0.043,0.052,0.011,0.054,0.016,0.392
TCGA-EJ-7792-01A,17.675,14.941,96.785,36.316,67.917,4.192,10.975,456.181,2932,PRAD,D1D2_ref,0.03,0.026,0.127,0.005,0.019,0.001,0.0,0.069,0.164,0.089,0.28,0.036,0.016,0.03,0.077,0.03,0.055999999999999994,0.024,0.369
TCGA-G9-6332-01A,2.083,5.81,23.474,7.245,47.585,1.664,7.809,587.45,2933,PRAD,D1D2_ref,0.038,0.013,0.07,0.006,0.006,0.008,0.485,0.102,0.052,0.047,0.056,0.028,0.018,0.038,0.03,0.003,0.051,0.012,0.10300000000000001
TCGA-EJ-7784-01A,9.665,11.402,36.134,10.278,73.759,2.443,32.419,389.947,2934,PRAD,D1D2_ref,0.038,0.014,0.088,0.012,0.014,0.002,0.391,0.093,0.065,0.058,0.078,0.036,0.01,0.041,0.051,0.009,0.052,0.026000000000000002,0.136
TCGA-YL-A8SR-01B,2.548,7.06,299.833,9.958,65.94,4.867,12.76,636.883,2935,PRAD,D1D2_ref,0.053,0.008,0.081,0.018,0.007,0.001,0.193,0.073,0.228,0.047,0.162,0.03,0.024,0.036,0.03,0.008,0.061,0.024999999999999998,0.20900000000000002
TCGA-J4-A83M-01A,4.124,14.185,33.266,12.794,73.975,4.279,13.201,588.615,2936,PRAD,D1D2_ref,0.052,0.01,0.072,0.009,0.009,0.004,0.341,0.117,0.084,0.066,0.088,0.039,0.011,0.039,0.055,0.004,0.062,0.018,0.154
TCGA-J9-A52E-01A,4.453,8.033,92.267,33.674,22.413,3.086,10.188,563.394,2937,PRAD,D1D2_ref,0.027,0.043,0.133,0.007,0.005,0.005,0.0,0.085,0.136,0.134,0.222,0.048,0.009,0.064,0.066,0.017,0.06999999999999999,0.012,0.356
TCGA-Y6-A8TL-01A,4.162,10.813,47.541,9.399,23.888,2.135,13.813,476.415,2938,PRAD,D1D2_ref,0.04,0.009,0.082,0.006,0.01,0.004,0.32,0.102,0.115,0.065,0.121,0.033,0.016,0.032,0.04,0.004,0.049,0.016,0.186
TCGA-KK-A7AZ-01A,2.361,8.789,52.62,11.561,106.919,2.501,30.223,883.749,2939,PRAD,D1D2_ref,0.036,0.034,0.093,0.007,0.006,0.006,0.301,0.129,0.089,0.074,0.083,0.044,0.026,0.042,0.027,0.005,0.07,0.013000000000000001,0.157
TCGA-HC-8256-01A,4.061,18.239,36.4,10.235,46.157,3.291,13.187,703.733,2940,PRAD,D1D2_ref,0.042,0.008,0.085,0.006,0.022,0.003,0.408,0.097,0.074,0.054,0.07,0.038,0.017,0.034,0.039,0.004,0.05,0.027999999999999997,0.124
TCGA-HC-7738-01A,4.223,8.543,26.0,12.576,48.593,1.586,13.446,588.447,2941,PRAD,D1D2_ref,0.042,0.014,0.079,0.008,0.006,0.005,0.342,0.097,0.07,0.056,0.13,0.045,0.011,0.043,0.045,0.006,0.056,0.014,0.186
TCGA-HC-8265-01A,4.035,16.031,51.009,13.748,38.521,4.982,17.194,573.471,2942,PRAD,D1D2_ref,0.044,0.014,0.078,0.009,0.007,0.003,0.315,0.122,0.112,0.059,0.113,0.036,0.017,0.034,0.028,0.011,0.057999999999999996,0.016,0.172
TCGA-HI-7171-01A,7.844,12.508,60.598,7.48,81.266,2.551,21.871,565.588,2943,PRAD,D1D2_ref,0.023,0.015,0.098,0.005,0.017,0.003,0.377,0.121,0.08,0.059,0.093,0.031,0.012,0.031,0.03,0.003,0.038,0.022000000000000002,0.152
TCGA-CH-5794-01A,2.39,6.023,49.192,14.999,32.0,1.977,19.681,885.077,2944,PRAD,D1D2_ref,0.035,0.011,0.093,0.007,0.02,0.001,0.304,0.115,0.1,0.055,0.122,0.036,0.015,0.035,0.043,0.008,0.046,0.027,0.177
TCGA-HC-7233-01A,15.43,18.715,57.538,49.6,30.108,10.086,11.174,458.593,2945,PRAD,D1D2_ref,0.034,0.011,0.088,0.018,0.013,0.002,0.277,0.093,0.103,0.083,0.121,0.051,0.008,0.034,0.055,0.008,0.045,0.031,0.20400000000000001
TCGA-EJ-7115-01A,3.455,6.572,98.179,17.676,51.828,2.354,12.633,453.868,2946,PRAD,D1D2_ref,0.028,0.016,0.094,0.005,0.009,0.002,0.166,0.106,0.147,0.076,0.177,0.041,0.022,0.047,0.051,0.012,0.044,0.013999999999999999,0.253
TCGA-EJ-A8FP-01A,5.936,10.709,115.759,17.981,35.478,3.937,14.86,389.757,2947,PRAD,D1D2_ref,0.033,0.012,0.075,0.009,0.01,0.001,0.089,0.109,0.187,0.069,0.223,0.028,0.016,0.054,0.074,0.012,0.045,0.019,0.29200000000000004
TCGA-EJ-5505-01A,4.614,5.454,33.026,11.61,76.569,2.97,10.185,470.621,2948,PRAD,D1D2_ref,0.037,0.013,0.086,0.008,0.009,0.002,0.371,0.069,0.077,0.054,0.098,0.036,0.036,0.045,0.051,0.007,0.049999999999999996,0.017,0.152
TCGA-CH-5738-01A,9.469,15.916,60.777,77.455,60.083,4.116,22.257,466.576,2949,PRAD,D1D2_ref,0.045,0.015,0.098,0.008,0.023,0.001,0.072,0.087,0.145,0.094,0.168,0.049,0.015,0.026,0.113,0.041,0.06,0.031,0.262
TCGA-QU-A6IO-01A,2.555,18.539,57.995,31.827,15.944,6.985,11.866,1146.418,2950,PRAD,D1D2_ref,0.058,0.021,0.072,0.019,0.006,0.006,0.29,0.09,0.122,0.057,0.117,0.04,0.03,0.034,0.035,0.003,0.079,0.025,0.17400000000000002
TCGA-HC-7818-01A,3.562,10.075,65.953,34.93,57.215,2.443,16.283,479.164,2951,PRAD,D1D2_ref,0.038,0.012,0.089,0.005,0.008,0.001,0.186,0.104,0.136,0.062,0.169,0.04,0.014,0.041,0.068,0.028,0.05,0.013000000000000001,0.231
TCGA-CH-5771-01A,6.295,14.493,101.066,51.855,54.138,6.353,10.283,460.145,2952,PRAD,D1D2_ref,0.025,0.02,0.093,0.009,0.016,0.001,0.0,0.099,0.169,0.095,0.25,0.047,0.014,0.042,0.094,0.026,0.045,0.025,0.345
TCGA-HC-A6AS-01A,3.594,31.187,81.837,62.797,42.855,7.022,14.505,703.463,2953,PRAD,D1D2_ref,0.032,0.018,0.073,0.012,0.009,0.002,0.16,0.112,0.138,0.086,0.188,0.065,0.021,0.048,0.031,0.005,0.05,0.020999999999999998,0.274
TCGA-XK-AAJ3-01A,3.061,8.794,42.239,16.458,30.889,1.272,23.379,508.472,2954,PRAD,D1D2_ref,0.031,0.027,0.09,0.005,0.014,0.004,0.317,0.09,0.084,0.077,0.116,0.041,0.013,0.045,0.042,0.005,0.057999999999999996,0.019,0.193
TCGA-EJ-5512-01A,3.785,7.198,29.279,10.61,40.883,3.073,14.074,530.262,2955,PRAD,D1D2_ref,0.034,0.014,0.094,0.009,0.009,0.004,0.22,0.097,0.108,0.072,0.186,0.023,0.019,0.042,0.064,0.005,0.048,0.018,0.258
TCGA-H9-A6BY-01A,1.0,10.501,26.167,7.088,39.642,1.282,9.355,751.696,2956,PRAD,D1D2_ref,0.047,0.026,0.09,0.01,0.003,0.01,0.38,0.077,0.071,0.063,0.11,0.026,0.039,0.026,0.017,0.004,0.073,0.013000000000000001,0.173
TCGA-HC-8264-01B,3.531,6.338,125.474,18.082,43.555,2.183,13.952,476.427,2957,PRAD,D1D2_ref,0.026,0.032,0.097,0.006,0.007,0.002,0.0,0.079,0.204,0.082,0.31,0.033,0.019,0.051,0.037,0.014,0.057999999999999996,0.013000000000000001,0.392
TCGA-G9-6369-01A,1.426,9.436,50.098,5.104,19.672,1.0,5.501,710.064,2958,PRAD,D1D2_ref,0.057,0.014,0.09,0.006,0.004,0.005,0.392,0.098,0.091,0.046,0.074,0.046,0.032,0.022,0.018,0.004,0.07100000000000001,0.01,0.12
TCGA-EJ-A7NM-01A,15.043,30.374,73.236,32.112,77.272,11.455,13.181,652.165,2959,PRAD,D1D2_ref,0.024,0.06,0.117,0.007,0.007,0.002,0.248,0.127,0.092,0.076,0.104,0.04,0.012,0.042,0.036,0.007,0.08399999999999999,0.014,0.18
TCGA-KK-A59Y-01A,3.099,10.41,53.57,10.737,65.263,2.973,16.077,795.008,2960,PRAD,D1D2_ref,0.049,0.012,0.088,0.03,0.005,0.002,0.244,0.101,0.117,0.054,0.16,0.028,0.015,0.047,0.041,0.007,0.061,0.034999999999999996,0.214
TCGA-KK-A8IK-01A,1.0,7.602,40.754,7.315,81.088,1.0,12.048,623.8,2961,PRAD,D1D2_ref,0.052,0.026,0.085,0.004,0.005,0.008,0.475,0.071,0.082,0.031,0.041,0.045,0.027,0.024,0.019,0.005,0.078,0.009000000000000001,0.07200000000000001
TCGA-KK-A7B0-01A,5.77,11.934,89.67,38.65,28.073,10.782,16.768,770.259,2962,PRAD,D1D2_ref,0.045,0.03,0.109,0.011,0.006,0.003,0.159,0.115,0.163,0.07,0.137,0.066,0.03,0.027,0.022,0.006,0.075,0.017,0.20700000000000002
TCGA-G9-A9S0-01A,4.499,12.346,35.854,15.039,18.671,4.672,12.447,816.849,2963,PRAD,D1D2_ref,0.033,0.012,0.089,0.009,0.014,0.004,0.391,0.117,0.072,0.052,0.074,0.049,0.011,0.032,0.035,0.006,0.045,0.023,0.126
TCGA-CH-5769-01A,2.722,14.088,53.23,15.551,36.437,3.754,16.467,609.669,2964,PRAD,D1D2_ref,0.035,0.021,0.09,0.014,0.002,0.003,0.263,0.101,0.085,0.07,0.154,0.051,0.01,0.045,0.046,0.01,0.05600000000000001,0.016,0.224
TCGA-YL-A8SK-01B,3.462,15.94,71.081,27.427,61.233,9.076,12.217,682.959,2965,PRAD,D1D2_ref,0.028,0.008,0.08,0.022,0.022,0.001,0.061,0.081,0.154,0.076,0.257,0.024,0.016,0.061,0.094,0.015,0.036000000000000004,0.044,0.333
TCGA-EJ-7786-01A,6.533,4.728,49.079,15.271,54.4,2.052,12.471,426.881,2966,PRAD,D1D2_ref,0.044,0.013,0.093,0.005,0.015,0.002,0.266,0.058,0.107,0.067,0.166,0.036,0.017,0.033,0.064,0.016,0.056999999999999995,0.02,0.233
TCGA-VP-A875-01A,1.492,8.427,22.349,4.771,91.145,1.042,29.578,450.381,2967,PRAD,D1D2_ref,0.032,0.028,0.115,0.005,0.004,0.008,0.512,0.061,0.038,0.043,0.043,0.03,0.016,0.034,0.025,0.006,0.06,0.009000000000000001,0.086
TCGA-EJ-A46D-01A,5.495,8.337,55.668,14.831,36.081,2.972,16.742,452.86,2968,PRAD,D1D2_ref,0.039,0.013,0.074,0.015,0.011,0.002,0.162,0.119,0.127,0.074,0.191,0.026,0.016,0.057,0.066,0.008,0.052,0.026,0.265
TCGA-J4-A67L-01A,4.041,19.58,48.104,36.068,17.762,10.746,13.751,877.682,2969,PRAD,D1D2_ref,0.042,0.016,0.09,0.013,0.004,0.003,0.287,0.143,0.09,0.058,0.097,0.065,0.018,0.046,0.025,0.003,0.058,0.017,0.155
TCGA-G9-6363-01A,6.267,12.415,45.703,12.893,34.065,2.972,7.348,561.877,2970,PRAD,D1D2_ref,0.04,0.03,0.094,0.009,0.005,0.003,0.289,0.09,0.092,0.058,0.165,0.043,0.013,0.038,0.025,0.006,0.07,0.013999999999999999,0.223
TCGA-HC-A9TE-01A,10.453,27.776,81.59,23.972,73.137,4.985,21.639,298.894,2971,PRAD,D1D2_ref,0.043,0.011,0.082,0.007,0.015,0.002,0.31,0.129,0.124,0.084,0.072,0.04,0.011,0.02,0.045,0.005,0.05399999999999999,0.022,0.156
TCGA-J4-A6G3-01A,16.903,16.329,86.333,38.385,44.691,8.15,18.011,643.544,2972,PRAD,D1D2_ref,0.039,0.009,0.083,0.026,0.022,0.0,0.176,0.099,0.16,0.069,0.145,0.031,0.015,0.035,0.077,0.014,0.048,0.048,0.214
TCGA-KK-A7B3-01A,9.998,13.852,131.678,28.399,99.578,8.866,25.006,479.96,2973,PRAD,D1D2_ref,0.029,0.017,0.074,0.011,0.023,0.002,0.053,0.135,0.178,0.088,0.217,0.049,0.014,0.062,0.031,0.016,0.046,0.034,0.305
TCGA-YL-A8HJ-01A,8.096,9.497,89.335,27.746,51.568,6.644,15.332,247.001,2974,PRAD,D1D2_ref,0.013,0.021,0.108,0.005,0.019,0.003,0.0,0.082,0.202,0.097,0.267,0.05,0.013,0.037,0.063,0.02,0.034,0.024,0.364
TCGA-ZG-A9NI-01A,1.598,7.631,92.489,23.22,48.546,1.243,9.864,250.918,2975,PRAD,D1D2_ref,0.038,0.031,0.123,0.015,0.003,0.004,0.106,0.065,0.186,0.076,0.213,0.062,0.024,0.03,0.012,0.01,0.069,0.018,0.289
