,Non-plasma B cells,Plasma B cells,CD4 T,CD8 T (GZMK high),CD8 T effector,DC,Endothelial Cells,Cancer Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Double-neg-like T,Monocytes
s_segment_0_2528,0.0076,0.0045,0.0014,0.013,0.0003,0.0289,0.0003,0.5317,0.0158,0.0432,0.1777,0.105,0.0001,0.0209,0,0.0496
s_segment_0_2549,0.0895,0.2485,0,0,0.0016,0.0514,0.1139,0.183,0.0001,0,0.0036,0.1747,0,0.0014,0.1319,0.0004
s_segment_0_255,0,0.0001,0.205,0.0024,0.0001,0.0001,0,0.6493,0.1097,0.0068,0,0.0115,0.013,0,0.002,0
s_segment_0_2553,0.0043,0.0005,0.0283,0,0.0001,0.0004,0.0737,0.7442,0.0534,0.0014,0.0004,0.0006,0.0157,0.0124,0.0646,0
s_segment_0_256,0.0014,0.0001,0.0015,0.0011,0.0002,0.0019,0.0014,0.3354,0.6466,0.0005,0.009,0.0006,0.0001,0,0.0002,0
s_segment_0_2578,0.0732,0.1401,0.0007,0.0007,0.0681,0.0014,0.0447,0.5,0.0046,0.0013,0.15,0.0018,0.0092,0,0.0001,0.0041
s_segment_0_2583,0.032,0.0023,0.102,0.0002,0,0.0032,0.6073,0.1614,0,0.0001,0.0339,0.0028,0.0433,0.0102,0.0013,0
s_segment_0_259,0.006,0.0043,0,0.2546,0.0001,0.0003,0,0.2905,0.0099,0.0251,0.0006,0.0011,0.0002,0.0254,0.0915,0.2904
s_segment_0_2592,0.0456,0.001,0.0015,0.0311,0.0017,0,0.001,0.6816,0.0355,0.0586,0.0268,0.0037,0.032,0.0512,0.0283,0.0004
s_segment_0_2597,0,0.0058,0,0.0001,0.0001,0.0322,0.0077,0.5009,0.0642,0.0189,0.0001,0,0.0005,0.0928,0,0.2767
s_segment_0_2604,0.0235,0,0.0021,0.0045,0.0003,0.0583,0.0004,0.2449,0.024,0.0026,0.0272,0.0045,0.2407,0.0028,0.1143,0.2499
s_segment_0_2619,0,0.0001,0.0001,0.0055,0,0.0008,0,0.7925,0,0,0,0,0,0.1434,0,0.0576
s_segment_0_2626,0.0218,0.0002,0,0.0001,0.0008,0.3319,0.0042,0.1946,0.4397,0.0033,0.0004,0.0002,0.0006,0,0.0018,0.0004
s_segment_0_2665,0,0,0,0,0,0.0061,0.5532,0.3907,0.0016,0.0005,0.0005,0.0003,0.0003,0.0002,0,0.0466
s_segment_0_2671,0.0004,0.0279,0.0139,0.0011,0.0002,0.2185,0.0136,0.1355,0.0367,0.3904,0.0008,0,0.0023,0.0359,0.0498,0.073
s_segment_0_2679,0,0,0,0,0.0006,0.0349,0.0042,0.5893,0.0001,0.0001,0,0.001,0.0164,0,0.3504,0.003
s_segment_0_2703,0,0,0,0.0001,0.0041,0.2509,0.0008,0.3498,0,0,0.0892,0.0001,0,0.0036,0.3012,0.0002
s_segment_0_2709,0.0001,0.0079,0.0001,0.0004,0,0.0001,0.0001,0.9124,0.0707,0.0004,0,0.0071,0,0.0007,0,0
s_segment_0_2712,0.0012,0.0065,0.0024,0.0002,0.0033,0.0126,0.7353,0.2241,0,0,0.0008,0.0115,0,0.0007,0.0006,0.0008
s_segment_0_2715,0,0,0.208,0.0001,0.0002,0,0.0412,0.5301,0.0116,0.1788,0,0.0017,0.0017,0.0165,0,0.0101
s_segment_0_2719,0.0038,0,0.1171,0.0155,0,0,0.0009,0.7171,0.0337,0,0.0001,0.0243,0.0269,0.0022,0.0584,0
s_segment_0_2721,0.0257,0,0.0131,0,0.0001,0,0.0034,0.3469,0.0001,0.3972,0.1334,0,0.0778,0,0.0001,0.0022
s_segment_0_2727,0.0002,0.0002,0.3351,0,0.0001,0.0781,0,0,0.5835,0.0001,0,0.0011,0.0005,0,0,0.0011
s_segment_0_2735,0.0001,0.0027,0.1075,0.0001,0,0,0,0.8523,0,0.0001,0,0,0.0013,0,0.0256,0.0103
s_segment_0_2754,0.0536,0,0.0711,0.0574,0,0.042,0,0.3339,0,0,0.4361,0.0001,0,0.0003,0.0004,0.0051
s_segment_0_2756,0,0,0,0.0001,0,0,0.0337,0.3935,0.1143,0,0.3416,0,0.0022,0.1124,0.0001,0.0021
s_segment_0_2758,0,0.0001,0,0,0.0032,0,0.7245,0.2235,0.0001,0,0,0.0412,0.0012,0.0058,0.0004,0
s_segment_0_2784,0.0389,0.0039,0.0004,0.0088,0.0028,0.1517,0,0.4744,0.0014,0,0.2164,0.0002,0.0072,0.0372,0,0.0567
s_segment_0_2790,0.1268,0,0.0483,0.001,0.0002,0.3684,0,0.2742,0.0011,0.1672,0.0027,0.0006,0.0001,0,0.0091,0.0003
s_segment_0_2791,0.0609,0.0002,0.0795,0.0005,0.007,0.0001,0.0001,0.4608,0,0.0585,0.0004,0.2878,0.0145,0,0.0273,0.0024
s_segment_0_2799,0,0.002,0.189,0.0069,0.0002,0.5028,0,0.2899,0.005,0.0004,0.001,0.0027,0.0001,0,0,0
s_segment_0_2807,0.0004,0.0007,0.005,0,0.0057,0.0002,0,0.1974,0.7714,0.0091,0,0.0001,0.0079,0.0021,0,0
s_segment_0_2813,0,0,0.0001,0.0003,0,0.0037,0,0.8311,0.007,0.0146,0,0.0001,0.0001,0,0.0003,0.1427
s_segment_0_2814,0,0,0,0,0.0403,0,0.1517,0.0191,0.7791,0.0062,0,0,0.0001,0,0,0.0035
s_segment_0_2824,0.0001,0.0361,0.004,0.0011,0.0001,0.0006,0.4421,0.0179,0,0.4956,0,0.0024,0,0,0,0
s_segment_0_2825,0,0,0.1086,0.2131,0.0008,0.1295,0,0.5446,0,0.0029,0.0002,0,0,0.0002,0,0.0001
s_segment_0_2826,0.0001,0.0004,0.2401,0,0,0.0012,0,0,0.5056,0.0005,0.1638,0,0.0002,0,0.0005,0.0876
s_segment_0_2828,0.0002,0.0001,0.0003,0,0,0.021,0.0001,0.8954,0,0.0001,0.075,0.0068,0.0001,0.0001,0.0008,0
s_segment_0_283,0.1764,0.0001,0.0036,0,0,0.0075,0.1446,0.0151,0,0.5333,0.1009,0,0.0114,0,0.0071,0
s_segment_0_2837,0.0001,0,0,0.001,0,0,0,0.6265,0.0115,0.0008,0,0.039,0.0001,0,0,0.321
s_segment_0_2845,0,0.3229,0,0.0001,0,0,0.0444,0.4301,0.0117,0,0,0.1806,0.0001,0,0.0101,0
s_segment_0_285,0.0109,0,0,0,0.123,0.0001,0.0002,0.1343,0.0938,0.0127,0.5908,0.0209,0,0,0.0002,0.0131
s_segment_0_2853,0.0212,0,0.0001,0,0,0.002,0,0.9189,0,0.0001,0,0,0,0.0572,0.0002,0.0003
s_segment_0_2870,0.2074,0,0,0,0,0.418,0.0001,0.218,0,0.1547,0,0,0.0002,0.0002,0,0.0014
s_segment_0_2882,0.0001,0,0.0065,0,0.0002,0.0001,0.3326,0.0019,0.5746,0.0113,0.0042,0.0679,0,0.0001,0.0005,0
s_segment_0_2889,0.0001,0.0004,0,0,0,0,0,0.862,0.101,0,0.0123,0,0.0098,0.0144,0,0
s_segment_0_289,0.0001,0.092,0,0.0001,0,0.0202,0,0.4583,0,0,0,0,0,0.0001,0,0.4292
s_segment_0_2909,0.0006,0.0215,0.0039,0.0005,0.2138,0.0028,0.0002,0.4511,0.0022,0.2794,0.0003,0.0138,0,0.0095,0,0.0004
s_segment_0_292,0.0044,0.0042,0.3165,0,0,0.0149,0,0.0335,0.5199,0.0078,0.0915,0.0001,0,0,0.0053,0.0019
s_segment_0_2926,0.0001,0,0.0414,0,0,0.2439,0,0.7143,0,0,0,0,0,0,0,0.0003
s_segment_0_2931,0,0,0,0,0,0.1326,0.5013,0.3406,0.0053,0.0199,0,0.0001,0.0001,0,0,0.0001
s_segment_0_2942,0.0001,0.0572,0,0.0002,0.0002,0.0001,0.0046,0.1093,0.0066,0.2395,0.4368,0.0002,0.1091,0.0144,0,0.0217
s_segment_0_295,0.0001,0.0003,0.4499,0.0013,0.0413,0.0003,0.0001,0.4523,0.005,0.0009,0.0415,0.0017,0.001,0.0004,0.0038,0.0001
s_segment_0_2950,0.0001,0.0018,0,0.0136,0.0088,0,0.0135,0.1812,0.1098,0.5722,0,0.0697,0.001,0.0226,0.0046,0.0011
s_segment_0_2955,0,0.0773,0,0,0.0001,0.0103,0.6667,0.1365,0.1082,0,0.0008,0,0,0,0,0.0001
s_segment_0_2975,0.0005,0.0001,0,0,0.0001,0,0.6051,0,0.3788,0.009,0,0,0,0.0064,0,0
s_segment_0_3009,0.0001,0.4056,0.0027,0.0044,0,0.001,0,0.3177,0.018,0.0203,0,0.053,0,0.0035,0.0206,0.1531
s_segment_0_3011,0.0003,0,0,0,0.1803,0.0002,0.0356,0.6951,0.0305,0.009,0,0.0001,0.0004,0,0.0485,0
s_segment_0_3033,0.014,0.0001,0.0117,0,0,0,0.2459,0,0.7018,0.0007,0.0001,0,0.0235,0,0.001,0.0012
s_segment_0_3035,0.0076,0,0.0001,0.0005,0.0048,0.0066,0.0001,0,0.4019,0.4214,0.0628,0,0,0.0021,0.0051,0.087
s_segment_0_3037,0.0531,0.0001,0,0,0,0.0123,0.0001,0.0049,0.3845,0.0163,0.5043,0.0132,0.011,0.0001,0.0001,0
s_segment_0_3043,0,0.0067,0,0,0.0214,0.0001,0.0001,0.9673,0.0033,0,0.0005,0,0.0006,0,0,0
s_segment_0_3047,0,0.0809,0.0001,0.1572,0,0.001,0,0.3733,0.2137,0.0131,0.0002,0.0096,0.0001,0.0553,0.092,0.0035
s_segment_0_3051,0.0795,0.0402,0,0.0001,0,0.0011,0.3081,0.0393,0.0718,0.0001,0.3652,0.0758,0.0001,0.0172,0.0008,0.0007
s_segment_0_3054,0,0.0001,0.0002,0,0.051,0.0155,0.3539,0.0514,0.4548,0.0002,0,0.0636,0.0091,0.0001,0,0.0001
s_segment_0_3057,0.0029,0,0.078,0.014,0.0027,0.0438,0.2686,0,0.2304,0.3007,0.0001,0,0.0448,0,0.014,0
s_segment_0_3064,0,0.0001,0.3882,0,0.0265,0.0005,0.0223,0.0451,0.4048,0,0.112,0.0002,0,0.0003,0,0
s_segment_0_3078,0,0.0001,0,0,0,0.0129,0.0004,0.3449,0,0.3596,0,0,0.2819,0.0002,0,0
s_segment_0_3090,0.0073,0,0.0006,0.0256,0.0015,0,0,0.9418,0.0005,0,0,0.0001,0,0,0,0.0226
s_segment_0_3094,0,0.4892,0.0001,0.0007,0,0,0,0.0872,0.3531,0.0459,0,0,0.0148,0,0,0.009
s_segment_0_3106,0,0,0,0.0004,0.0068,0.0001,0.1291,0.0045,0.4268,0.0008,0.3761,0.0001,0.0283,0.0126,0,0.0144
s_segment_0_3120,0.0294,0.0178,0.0001,0,0.149,0,0.0415,0.7566,0,0,0,0.002,0.0003,0.0001,0.0031,0.0001
s_segment_0_3131,0.2677,0.0001,0.0001,0.0003,0,0.4983,0,0.1793,0.0005,0.0296,0,0.0003,0.0215,0.0003,0.0016,0.0004
s_segment_0_3132,0.013,0,0,0.0001,0,0.0001,0,0.4449,0.072,0,0,0.4692,0.0007,0,0,0
s_segment_0_3137,0.004,0.0002,0.0326,0,0,0,0.0003,0.7896,0.0001,0.0742,0,0.0107,0.0565,0,0.0107,0.0211
s_segment_0_3143,0.0003,0.0001,0,0.0001,0.0531,0.1452,0,0.2737,0.4567,0,0,0,0.0512,0.016,0.0036,0
s_segment_0_3145,0,0.0132,0,0.0001,0,0,0,0.9327,0,0,0.0111,0.0008,0,0.042,0.0001,0
s_segment_0_3154,0,0,0,0.0032,0.2216,0,0,0.7342,0,0.0406,0.0003,0,0.0001,0,0,0
s_segment_0_3155,0,0,0,0.0134,0.0003,0.0002,0.0009,0.0409,0.8962,0.0101,0,0.0042,0.0001,0.0001,0.0008,0.0328
s_segment_0_3169,0.2741,0,0.0003,0,0,0.0001,0.0001,0.4622,0.2488,0.0001,0.0004,0.0099,0,0.0033,0.0004,0.0003
s_segment_0_3178,0.0004,0.0092,0.0585,0.0023,0.0502,0.0906,0.0459,0.0938,0.0414,0.0415,0.2195,0.2794,0.003,0.0168,0,0.0475
s_segment_0_3184,0.0001,0,0,0.0002,0.0039,0.0001,0,0.0842,0.1032,0.3193,0.001,0.4483,0.0014,0.0002,0.0002,0.0379
s_segment_0_3187,0,0.0064,0.001,0,0,0,0.0223,0.0515,0.6433,0.0018,0.0084,0.1275,0,0.0001,0,0.1377
s_segment_0_3189,0,0.0048,0,0,0,0,0.0835,0.0688,0.0001,0.1586,0.1202,0.0004,0.0001,0.0001,0.0003,0.5631
s_segment_0_3201,0,0,0.0049,0.2011,0,0.0009,0.0018,0.2623,0,0.5236,0.0004,0,0,0.0049,0,0.0001
s_segment_0_3206,0.4005,0,0.0004,0.0008,0.0019,0,0.0006,0.5659,0.0012,0,0,0.0079,0.0003,0.0001,0.0001,0.0203
s_segment_0_3209,0,0.0001,0,0.0159,0,0.094,0.0293,0.2973,0.005,0.0004,0,0.5359,0,0.0221,0,0
s_segment_0_3212,0,0.0001,0,0,0.0399,0,0,0.4294,0.0506,0.0001,0,0,0,0,0,0.4799
s_segment_0_3222,0,0,0,0,0,0.0045,0.0001,0.9879,0.0002,0,0.0005,0.001,0.0004,0.0044,0,0.001
s_segment_0_3224,0.2918,0.0406,0.0207,0.2317,0.0037,0.0001,0.0196,0.0348,0.1973,0.0814,0.0497,0.0003,0.0013,0.0004,0.0003,0.0263
s_segment_0_3225,0,0.0004,0.0003,0.0003,0.0099,0,0,0.3601,0.0001,0.253,0.0117,0.0003,0,0,0.0972,0.2667
s_segment_0_3227,0.0001,0,0.0193,0.0003,0.0001,0,0.0997,0,0.6871,0,0.02,0.0767,0.0967,0,0,0
s_segment_0_3235,0.0078,0.011,0.0438,0.0005,0.009,0,0.0057,0.0001,0.2091,0.0379,0.3223,0,0.0214,0.0237,0.3072,0.0005
s_segment_0_3237,0.0007,0.0021,0.0001,0.0058,0,0.0128,0.0159,0.5411,0.0055,0.0869,0.325,0.0008,0.0001,0.0021,0.0002,0.0009
s_segment_0_326,0.2602,0.0526,0.0522,0.0267,0.0001,0.0001,0.0101,0.4825,0.002,0,0.0236,0.0008,0.0003,0.0277,0.0016,0.0595
s_segment_0_3264,0,0.0008,0,0,0,0.0613,0.0001,0.604,0.3103,0,0.0103,0,0,0.0132,0,0
s_segment_0_3271,0.0003,0,0,0.0919,0,0,0.0315,0.425,0.0013,0.0404,0.4066,0.0002,0.0003,0,0.0024,0.0001
s_segment_0_3280,0.309,0.0016,0.1429,0.0002,0,0,0.0002,0.3364,0.0001,0.0008,0.0002,0.0194,0,0.0002,0.0008,0.1882
s_segment_0_3290,0.0006,0,0,0.1493,0.0805,0.0026,0,0.278,0.0026,0.4586,0.0034,0.0136,0.0002,0.0056,0.0001,0.0049
s_segment_0_3295,0,0,0.0375,0,0,0.1903,0.0017,0.6653,0.0012,0.0879,0,0,0.0001,0.0149,0.001,0.0001
s_segment_0_331,0,0,0,0.0009,0,0,0.0002,0.8696,0.0005,0.0504,0,0.0001,0,0.0026,0,0.0757
s_segment_0_3322,0,0.0005,0.0209,0.1325,0,0.0031,0.0001,0.8326,0.0002,0,0.0006,0.0002,0.0009,0,0.0002,0.0082
s_segment_0_3324,0.0017,0.1295,0,0,0,0.0003,0,0.4451,0.0031,0.0181,0,0.402,0.0001,0.0001,0,0
s_segment_0_3329,0,0,0.0056,0.0081,0,0,0.013,0.8925,0.0006,0,0,0.0001,0.0002,0,0.0799,0
s_segment_0_3335,0.0001,0.0343,0.0001,0,0.0004,0,0.3295,0,0.4819,0.083,0.0706,0,0,0,0,0.0001
s_segment_0_3337,0.0001,0.0001,0.1223,0.0385,0,0.2541,0.0004,0.0001,0.4571,0,0,0,0.0017,0.0003,0.0488,0.0765
s_segment_0_3352,0.0058,0,0,0.0001,0.0001,0.0032,0.0001,0.5226,0,0.1129,0.0009,0,0.1279,0.0604,0.0529,0.1131
s_segment_0_3354,0.0018,0.0253,0.0037,0.0017,0,0.5292,0,0.4032,0,0.0001,0.0004,0.009,0.0002,0.0253,0.0001,0
s_segment_0_3358,0.0001,0,0,0,0,0,0,0.9992,0,0.0001,0,0.0002,0,0,0,0.0004
s_segment_0_3361,0.0002,0.1237,0.0004,0.1428,0.0002,0.0264,0.0001,0.638,0.0543,0.0066,0,0.0062,0.0004,0.0003,0.0004,0
s_segment_0_3370,0,0,0.0002,0.0128,0.0102,0.05,0.0002,0.3142,0.0001,0.4068,0,0,0.1168,0.0886,0.0001,0
s_segment_0_3374,0,0.0001,0,0.0003,0,0.0001,0.6912,0.2394,0.0004,0.0218,0.008,0.0198,0.0083,0.0045,0,0.0061
s_segment_0_3385,0.0005,0,0.0006,0.004,0.0872,0.0002,0.0342,0.8371,0.0001,0.0018,0.0004,0.0029,0.0045,0.0249,0.001,0.0006
s_segment_0_3397,0.0577,0.0881,0.0001,0.0532,0,0.0845,0.0119,0.6661,0,0.0054,0.027,0.0054,0.0004,0,0.0002,0
s_segment_0_3410,0.0001,0,0.0129,0.0035,0.0002,0.0001,0,0.2034,0.178,0.2661,0.0214,0.0461,0,0.0001,0.2681,0
s_segment_0_3423,0.2353,0,0.0001,0.1112,0.0663,0,0,0.5771,0,0,0,0,0.0007,0.0093,0,0
s_segment_0_3424,0.0015,0,0.0007,0,0,0.2809,0,0.3937,0.2285,0.0001,0,0,0,0.0946,0,0
s_segment_0_3427,0,0,0.0779,0.0169,0,0.0012,0,0.8168,0.0001,0.0001,0,0,0,0.0011,0.0851,0.0008
s_segment_0_3435,0,0,0.0001,0.22,0.0969,0.0631,0.005,0.4642,0,0.005,0.0024,0.1162,0,0.0002,0.0269,0
s_segment_0_3454,0.0087,0.0002,0.0016,0,0,0.1268,0.1367,0.0343,0.0089,0.6801,0.002,0.0001,0.0005,0.0001,0,0
s_segment_0_3464,0.2981,0.0379,0.0475,0.0392,0,0,0.2142,0.195,0.0293,0.0039,0.0006,0.0001,0,0,0,0.1342
s_segment_0_3473,0.0001,0,0.0006,0.0001,0,0,0.0012,0.985,0.008,0.0001,0.0001,0,0.0012,0,0,0.0036
s_segment_0_3476,0.0003,0,0.0528,0,0.0001,0.0001,0.0538,0.8657,0.0064,0.0001,0,0.0006,0.0096,0.0002,0,0.0103
s_segment_0_3477,0.009,0.0248,0.0423,0.0073,0.0691,0.0022,0,0.0001,0.6781,0,0.0688,0.0001,0.0094,0.0011,0.0024,0.0853
s_segment_0_3494,0,0.0028,0.0009,0.016,0,0,0,0.9287,0.0246,0.0001,0,0,0.0001,0.0268,0,0
s_segment_0_3512,0.0042,0.0001,0.0002,0.0652,0.041,0.0531,0.0017,0.6997,0.0002,0.0442,0.0008,0.0228,0.0455,0.0003,0.015,0.006
s_segment_0_3532,0.0001,0,0,0.0003,0,0,0.0001,0.9779,0.0005,0,0.0029,0.0001,0.0006,0.0144,0.002,0.0011
s_segment_0_3539,0.0037,0.0001,0.0795,0,0,0.1555,0.4096,0.1217,0.2299,0,0,0,0,0,0,0
s_segment_0_356,0.0003,0,0,0.002,0.0002,0.0027,0,0.9836,0.0014,0,0,0,0.0001,0,0,0.0097
s_segment_0_357,0,0.0012,0.5392,0,0,0,0.0036,0.4169,0,0.0002,0,0,0.0001,0,0,0.0388
s_segment_0_3575,0.239,0.0001,0.0001,0,0.0017,0,0,0,0.3407,0.2322,0.1414,0.0001,0.0008,0.0001,0.0437,0.0001
s_segment_0_3581,0,0.0001,0,0,0,0,0.3708,0.0001,0.6155,0,0.0009,0.0077,0,0.0013,0,0.0036
s_segment_0_3629,0,0.0029,0,0,0,0.0003,0,0.3496,0.0002,0.2536,0,0,0,0.0073,0.386,0.0001
s_segment_0_3639,0,0,0.0001,0,0,0,0,0.1767,0.8229,0.0001,0.0001,0,0,0,0.0001,0
s_segment_0_3650,0,0.0179,0,0.0029,0,0.0001,0,0.2569,0.5979,0.0095,0,0.0001,0,0,0.0001,0.1146
s_segment_0_3653,0,0.0085,0.0001,0,0.0022,0,0.3346,0,0.6546,0,0,0,0,0,0,0
s_segment_0_3657,0,0,0,0.3716,0,0.055,0.0005,0.5064,0.0591,0.0052,0,0.0001,0.0001,0,0.002,0
s_segment_0_3658,0,0,0.0166,0.0095,0.0001,0.0061,0.4939,0.3668,0.0848,0.0014,0.0003,0.017,0.0009,0.0001,0.0002,0.0023
s_segment_0_3674,0.0017,0.0004,0.2493,0.181,0.0001,0.0103,0,0.3649,0,0,0.1874,0.0015,0,0,0,0.0034
s_segment_0_3704,0.0008,0.0003,0.0003,0.0026,0.0005,0.0168,0.0012,0.8336,0.0004,0.0001,0,0.0249,0.0001,0.0001,0,0.1183
s_segment_0_3707,0,0.0022,0.001,0.0008,0,0,0,0.8196,0,0.0001,0,0.0001,0.0083,0,0.0005,0.1674
s_segment_0_3713,0.0022,0.0001,0.0012,0,0.0056,0,0,0.384,0.0047,0,0.6016,0.0005,0,0,0.0001,0
s_segment_0_3714,0,0,0.0002,0.0571,0,0.0001,0.2671,0.6464,0.0001,0,0,0,0.0265,0.0025,0,0
s_segment_0_3715,0,0.0463,0.0026,0.0067,0.2157,0,0.0002,0.2728,0.3869,0.0648,0.0001,0,0,0.0012,0.0019,0.0008
s_segment_0_372,0,0,0.0001,0.0043,0.0001,0.0002,0.0598,0.5861,0.0001,0,0.0001,0.0186,0.0048,0.0395,0,0.2863
s_segment_0_3742,0.0454,0,0.0019,0.0001,0.0004,0.0002,0.0011,0.5375,0.0048,0.0005,0.3345,0,0.0128,0.0023,0.0031,0.0554
s_segment_0_3765,0,0,0.0001,0,0.1777,0.1174,0.0001,0.2332,0,0.4656,0.002,0.0002,0,0.0036,0.0001,0
s_segment_0_3774,0.0239,0.0001,0.1057,0.0024,0,0.0031,0,0.2114,0.4894,0,0.0001,0.0003,0.019,0,0,0.1446
s_segment_0_3793,0.0464,0.2141,0.0006,0.0629,0.0024,0,0.0001,0.5911,0,0,0.0226,0.0105,0,0,0.0493,0
s_segment_0_38,0.1533,0,0.0101,0,0,0,0,0.2989,0,0,0.5376,0,0,0,0.0001,0
s_segment_0_380,0.0014,0.0113,0.0001,0.0158,0.0001,0.0003,0.2116,0.022,0.1922,0.0468,0.1987,0.0002,0.0553,0.012,0.2225,0.0097
s_segment_0_3807,0.0001,0.0083,0.0001,0.019,0,0,0.1845,0.7722,0,0.0001,0,0.0092,0.0021,0.0004,0.0024,0.0016
s_segment_0_3811,0.0143,0.2133,0,0.0154,0.0001,0.1,0.0072,0.1408,0.0004,0.2663,0,0.2122,0.0147,0.0152,0.0001,0
s_segment_0_3814,0.1629,0,0.0003,0,0.0001,0.0971,0,0.7087,0,0.0001,0.0032,0,0.0001,0,0,0.0275
s_segment_0_3818,0.0016,0.0001,0.0205,0.0061,0.017,0.0292,0.0886,0.0214,0.0845,0.6038,0.0003,0.0006,0.0003,0.0015,0.0148,0.1097
s_segment_0_3820,0.0116,0.0506,0.0256,0.2987,0,0,0.0029,0.5005,0,0.0681,0.0079,0.0001,0.0339,0.0001,0,0
s_segment_0_3840,0.0051,0.0022,0.0001,0.0049,0.0472,0,0.1304,0.0001,0,0.3479,0.4601,0.0002,0.0007,0.001,0.0001,0
s_segment_0_3850,0.0006,0.1499,0,0,0.0055,0.0001,0,0.823,0,0,0.0171,0,0.0002,0.0001,0.0035,0
s_segment_0_3858,0.0001,0,0,0.0397,0,0.0002,0.0088,0.4004,0.0031,0.2052,0.0009,0.0001,0.3393,0,0,0.0022
s_segment_0_3867,0,0.0001,0.041,0,0,0,0.0002,0.0166,0.6974,0.0004,0.1197,0.019,0.0489,0.0566,0.0001,0
s_segment_0_3873,0,0,0.177,0,0.0001,0.0045,0.0545,0.0025,0.001,0.3731,0.3826,0,0.0023,0,0,0.0024
s_segment_0_3876,0.1574,0.0077,0.0017,0.0005,0.0001,0.0238,0.0001,0.6129,0,0.0269,0.0109,0.0001,0.0032,0,0.0784,0.0763
s_segment_0_3889,0,0,0,0.103,0,0.2991,0.0022,0,0.5001,0.0001,0.0368,0.0062,0.0015,0.0213,0.0294,0.0003
s_segment_0_3890,0,0.0001,0,0.0001,0,0.0004,0,0.8117,0.1294,0.0002,0,0,0.0157,0,0.0424,0
s_segment_0_3907,0.0926,0,0.0002,0.0001,0,0.0036,0.0016,0.1643,0.0268,0.5786,0.0001,0.0001,0.0037,0.0004,0.0001,0.1278
s_segment_0_3910,0,0.0042,0.0013,0,0.0001,0.0001,0,0.7567,0.0001,0.0107,0,0.0002,0.0733,0.1383,0.015,0
s_segment_0_3913,0.0245,0.0209,0,0,0,0.0001,0,0.9225,0,0.0156,0.0091,0,0.007,0.0001,0,0.0002
s_segment_0_3916,0,0,0.025,0.0001,0.0334,0.0006,0.0007,0.2561,0.3234,0,0.0001,0.0674,0.0347,0,0,0.2585
s_segment_0_3921,0.3313,0.0001,0,0,0,0,0,0.5253,0.0002,0.0395,0,0.004,0.0005,0.0007,0.0621,0.0363
s_segment_0_3934,0.018,0.0008,0,0.0005,0,0.0001,0.0001,0.9017,0.0011,0.0029,0,0.0599,0.0149,0,0,0
s_segment_0_3935,0.0001,0.002,0,0.157,0.0001,0,0.003,0.188,0.4671,0,0.135,0.0273,0.0001,0,0.0009,0.0194
s_segment_0_394,0.0187,0.0092,0.1665,0.3343,0.0004,0.2111,0.0584,0.1798,0.0001,0.0196,0.0004,0.0006,0.0004,0.0004,0,0.0001
s_segment_0_3940,0.0038,0,0.0015,0.0018,0.0002,0.0001,0,0.7807,0,0.1185,0.0001,0.0002,0.0014,0,0.0915,0.0002
s_segment_0_3954,0.0007,0,0,0.0253,0,0.0177,0,0.0814,0.8626,0.0033,0,0.0014,0.0001,0.0047,0.0001,0.0027
s_segment_0_3960,0,0.0001,0,0,0.0842,0.0437,0.2262,0.5971,0.0377,0.0093,0,0.001,0.0006,0,0,0.0001
s_segment_0_3981,0,0,0.0072,0,0,0.0001,0.0001,0.4645,0.0146,0.5133,0,0,0,0,0.0002,0
s_segment_0_399,0.0003,0,0.052,0,0.0424,0,0.0001,0.0864,0.0568,0.4332,0,0.0128,0,0,0.0074,0.3086
s_segment_0_3990,0.0016,0.3507,0.0001,0.0006,0.0005,0.0002,0,0.4149,0.0002,0.0053,0.0075,0.0007,0.0001,0.0001,0.2174,0.0001
s_segment_0_3991,0.2014,0.0463,0,0,0,0.0001,0.5249,0.2255,0.0001,0.0002,0.001,0,0,0,0.0005,0
s_segment_0_4003,0,0,0.0001,0.0145,0.0003,0.0003,0.015,0.5744,0.3641,0.0005,0.0009,0,0.0001,0.0001,0,0.0297
s_segment_0_4008,0.0813,0,0,0.0359,0,0.2851,0,0.0081,0.3596,0.2245,0,0.0049,0.0001,0.0004,0.0001,0
s_segment_0_4013,0.0025,0.0001,0.1864,0.0031,0.0453,0.0094,0.0023,0.747,0,0,0.0039,0,0,0,0,0
s_segment_0_4023,0,0,0.142,0.0045,0.0078,0.0012,0.0004,0.0298,0.7753,0.0078,0.024,0.0001,0,0.0048,0.0021,0.0002
s_segment_0_4044,0.0008,0,0.0036,0,0.0001,0,0.2123,0.0005,0.0131,0.6979,0,0,0.0068,0.0012,0,0.0637
s_segment_0_4047,0,0.0001,0,0.0001,0.0002,0.0002,0.0002,0.8413,0.0685,0,0.0675,0,0.0003,0,0,0.0216
s_segment_0_4048,0.0005,0.0376,0.0001,0.0066,0.0003,0,0,0.7975,0.1173,0.0053,0.0338,0.0006,0,0.0002,0.0001,0.0001
s_segment_0_4052,0.0008,0,0.0657,0,0.1116,0,0.0384,0.1604,0.1571,0.0743,0,0,0.3337,0.0001,0.0002,0.0577
s_segment_0_4053,0,0.1427,0,0,0,0.0012,0.0418,0.5467,0.003,0.0002,0,0.2484,0.0154,0.0001,0.0005,0
s_segment_0_4061,0.0001,0,0,0,0,0,0,0.0901,0.7002,0.0009,0.0001,0.0062,0.0058,0.001,0,0.1956
